line_global,folio_id,section_label,visual_category,line_in_folio,token_count,paragraph_initial_line,raw_line_tag,tokens
4423,f105r,recipes_stars,recipes_stars,17,11,False,"f105r.17,+P0",lteedy okeeddl sheokedy qokedy shol kol aiirol qokchedy daiin okedy ky
4424,f105r,recipes_stars,recipes_stars,18,12,False,"f105r.18,+P0",sheoy oleedy daiin al chedy okeeey chdaiin otedy cheoty oteedy oteey chdy
4425,f105r,recipes_stars,recipes_stars,19,11,False,"f105r.19,+P0",dsechey oteol daiindy saiin chedy laiin okeeody okeeyteedy odaiin aiir al
4426,f105r,recipes_stars,recipes_stars,20,13,False,"f105r.20,+P0",aiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam
4427,f105r,recipes_stars,recipes_stars,21,11,False,"f105r.21,+P0",ycheo lkedy qoeey qokedy qokedal saiin otol shody chedy okaiin chekaim
4428,f105r,recipes_stars,recipes_stars,22,11,False,"f105r.22,+P0",olkchokeedy ypair opaiin opail oteodl eeol keey aiin ylkaiin am ols
4429,f105r,recipes_stars,recipes_stars,23,4,False,"f105r.23,+P0",dchees opchey aeeod chefchedy
4430,f105r,recipes_stars,recipes_stars,24,13,False,"f105r.24,+P0",pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam
4431,f105r,recipes_stars,recipes_stars,25,6,False,"f105r.25,+P0",deeedy cheodkedy chedy decthdy daiiils airols
4432,f105r,recipes_stars,recipes_stars,26,12,False,"f105r.26,+P0",pdal sheey yqopchy airal sheey fchdy qopchdy raiir oky chdedy qodeedy qokedy
4433,f105r,recipes_stars,recipes_stars,27,6,False,"f105r.27,+P0",dair cho al lal cheesy cphedy
4434,f105r,recipes_stars,recipes_stars,28,11,False,"f105r.28,+P0",pchsed sheefy opchey qoteedy qoeey qokeedy laiiin odaiin aiir opair kechedy
4435,f105r,recipes_stars,recipes_stars,29,11,False,"f105r.29,+P0",oees olkeedy qockhy aiin chol okair oteedy qopchedy odaiin ypchedy ytam
4436,f105r,recipes_stars,recipes_stars,30,9,False,"f105r.30,+P0",oleedar aiildy dar oiin teey tair cheody qokolky cheolkary
4437,f105r,recipes_stars,recipes_stars,31,13,False,"f105r.31,+P0",kodeey lchl shx ar aii cpheesy okal lkedy lkar chedy qokaiin or fchoky
4438,f105r,recipes_stars,recipes_stars,32,11,False,"f105r.32,+P0",ycheochy lkeol daiin qkair olkchey dar qopchdy dair otar ar ajam
4439,f105r,recipes_stars,recipes_stars,33,11,False,"f105r.33,+P0",okeeodair oteey lkeey teeolteedy ot okal or aiiin qokaiin ar airod
4440,f105r,recipes_stars,recipes_stars,34,11,False,"f105r.34,+P0",dor ail cheky kar odaiin ykl al oees al ar alkam
4441,f105r,recipes_stars,recipes_stars,35,12,False,"f105r.35,+P0",ypchedy okaiir opcheedy qokair dar kal otar ol qokal kor orolpchey ofory
4442,f105r,recipes_stars,recipes_stars,36,11,False,"f105r.36,+P0",dyteey otedaiin otar ol chedy ted qotar oteodar otam ytedy otaiin
4443,f105r,recipes_stars,recipes_stars,37,4,False,"f105r.37,+Pc",otoiir chedaiin otair otaly
4444,f105v,recipes_stars,recipes_stars,1,9,True,"f105v.1,@P0",polairy oair olpcheey ykaiin olpchedy opchedaiin dairody ypcheddy sairy
4445,f105v,recipes_stars,recipes_stars,2,12,False,"f105v.2,+P0",ysheod ykeeedy keshed qodaiin oteodair or chkar otaiin chpor or otchy otor
4446,f105v,recipes_stars,recipes_stars,3,11,False,"f105v.3,+P0",dshedy qoedaiin ytoiin okair qotol dol okoldy qokedy opched oteedy qotaiin
4447,f105v,recipes_stars,recipes_stars,4,8,False,"f105v.4,+P0",olkeeol orchsey qokeedy chdor olar ol keeol chedaiin
4448,f105v,recipes_stars,recipes_stars,5,10,False,"f105v.5,+P0",pchedal qopchdy daiin chedy daiin okaildy opchedaiin pcheo olkeedy sairom
4449,f105v,recipes_stars,recipes_stars,6,12,False,"f105v.6,+P0",dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin
4450,f105v,recipes_stars,recipes_stars,7,7,False,"f105v.7,+P0",ycheeo lkaiin otair ol olkaiin okairody lchedr
4451,f105v,recipes_stars,recipes_stars,8,11,False,"f105v.8,+P0",fodal kedar olpchesd araiin ksheeol opchedy pchedy opcheddl pchdar air odar
4452,f105v,recipes_stars,recipes_stars,9,11,False,"f105v.9,+P0",lcheey qoeees daiin okairy otchedy ockhedy otchey daiin or ail okam
4453,f105v,recipes_stars,recipes_stars,10,14,False,"f105v.10,+P0",ykeey ky che oiiin dal kaiin okairo kair chedy odar air al oral odam
4454,f105v,recipes_stars,recipes_stars,11,13,False,"f105v.11,+P0",roees aiiin ol okaiin os aiin chckhodu qoteedy ckhddl aiir ypar kaii dy
4455,f105v,recipes_stars,recipes_stars,12,12,False,"f105v.12,+P0",ysheedy aiin okeol ykedor ar ar alkair otar otaiin otal tair am
4456,f105v,recipes_stars,recipes_stars,13,8,False,"f105v.13,+P0",saiin opchedy qokchdy otar al kair okees lkchdal
4457,f105v,recipes_stars,recipes_stars,14,10,False,"f105v.14,+P0",pchedaiin chckhdy qokaiir olpchedy olord aiiin ail odar kard chtchy
4458,f105v,recipes_stars,recipes_stars,15,12,False,"f105v.15,+P0",ycheey kar ykeey otaiin ot al dar chdor kalchedy opchdy daiin oraiin
4459,f105v,recipes_stars,recipes_stars,16,12,False,"f105v.16,+P0",daiin cheey dal chl okair aiin cpheor aiin okal chodaiin otaiin opaiim
4460,f105v,recipes_stars,recipes_stars,17,9,False,"f105v.17,+P0",olr aiin chey raiin lkl dl lklor diiin olkaiin
4461,f105v,recipes_stars,recipes_stars,18,10,False,"f105v.18,+P0",pchor chedaiin okaiin cholkal qolkaiin oltchdy qopchsd opair orair karaim
4462,f105v,recipes_stars,recipes_stars,19,11,False,"f105v.19,+P0",ycheey aiin otleey lkaiir cheeo taiin okeed ail kchey rokaix am
4463,f105v,recipes_stars,recipes_stars,20,11,False,"f105v.20,+P0",porair chopchdy chedain otair otchod aiin alol cheo ypchedy kairodl lpaim
4464,f105v,recipes_stars,recipes_stars,21,11,False,"f105v.21,+P0",ykeeo daiim sheey qokaiin cheot daiin qoek eeykeody qopaiin or aiikam
4465,f105v,recipes_stars,recipes_stars,22,6,False,"f105v.22,+P0",daiin cheodaiin chedal air okaiin cheey
4466,f105v,recipes_stars,recipes_stars,23,10,False,"f105v.23,+P0",tcholkaiin odal kl chees aiiin shees qopdaiin chod alkeey paradam
4467,f105v,recipes_stars,recipes_stars,24,8,False,"f105v.24,+P0",alcheey okaiin otar oto daiin ckheol lkol fchedypaiin
4468,f105v,recipes_stars,recipes_stars,25,10,False,"f105v.25,+P0",kchdaldy alfo lfcheedy ofoiir opchey fchedy qotor oeeeodr qopar dl
4469,f105v,recipes_stars,recipes_stars,26,12,False,"f105v.26,+P0",lkl sheeodees otaiin otar otal or aiin chedor alkaiin chs alkaiin ry
4470,f105v,recipes_stars,recipes_stars,27,11,False,"f105v.27,+P0",sheoe arxor eesy qopcheo ain orkchdy daiin oteedy ko lkair otaiilody
4471,f105v,recipes_stars,recipes_stars,28,6,False,"f105v.28,+P0",oeoar ar al odor aiil otaiin
4472,f105v,recipes_stars,recipes_stars,29,11,False,"f105v.29,+P0",tdol tor oaldar aiir okokeedy karody qoeedy sho qopchedy daiin opairam
4473,f105v,recipes_stars,recipes_stars,30,11,False,"f105v.30,+P0",dchedy cheey qokor otaiin otair otair okeedy kaiin aiin aiin sy
4474,f105v,recipes_stars,recipes_stars,31,9,False,"f105v.31,+P0",ychtaiir aiichy dol aiin otaiin aiidy okchd otar daiin
4475,f105v,recipes_stars,recipes_stars,32,10,False,"f105v.32,+P0",poar keeodaiin qoair ar ey qoeedeody qokaiin qotedair apo rairapy
4476,f105v,recipes_stars,recipes_stars,33,11,False,"f105v.33,+P0",lsheody tair oteey oteeo otaiin okeey qokaiin or aiir al dar
4477,f105v,recipes_stars,recipes_stars,34,10,False,"f105v.34,+P0",sheeo daiin chsd qokeeey dair okaiin otaiin chedaiin olkal lkldain
4478,f105v,recipes_stars,recipes_stars,35,11,False,"f105v.35,+P0",doee okcheeo taiin otcheedy chor aiin odaiin chedy otaiin al kaishd
4479,f105v,recipes_stars,recipes_stars,36,10,False,"f105v.36,+P0",laiin sheod okeeody qoaiin ytaiin otair chdal dy daim chdaiin
4480,f105v,recipes_stars,recipes_stars,37,12,False,"f105v.37,+P0",yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy
4481,f105v,recipes_stars,recipes_stars,38,4,False,"f105v.38,+P0",cheody oaiir ain okshey
4482,f106r,recipes_stars,recipes_stars,1,11,True,"f106r.1,@P0",pshdar shoefy yteedy sh korchy sheky otchedy okshed qotedy qoted yteeody
4483,f106r,recipes_stars,recipes_stars,2,12,False,"f106r.2,+P0",shedchy ytchedy chees otshes okcho chdy qokeedy ched chedy chedy qotar rod
4484,f106r,recipes_stars,recipes_stars,3,6,False,"f106r.3,+P0",dshes lchedy lkchedy ytchdy or cheos
4485,f106r,recipes_stars,recipes_stars,4,10,False,"f106r.4,+P0",pcheodair okchedy olkeeedy or arojy qopchdy sholfchdy cheeky lchedy qokam
4486,f106r,recipes_stars,recipes_stars,5,11,False,"f106r.5,+P0",ysheor aiin char okaiin qokeechy checkhy qokeod ar qokeo lkeo lchor
4487,f106r,recipes_stars,recipes_stars,6,11,False,"f106r.6,+P0",shor sheor orkchsd otair or qokeeo raiin qokeeolchedy olchedy qokeol qoky
4488,f106r,recipes_stars,recipes_stars,7,7,False,"f106r.7,+P0",olched qoiin ychedy qokam sheol qokor cheees
4489,f106r,recipes_stars,recipes_stars,8,12,False,"f106r.8,+P0",porarchy orar ol kaiin shedy oteedy qotor qoteedo qoteedy dair ok daim
4490,f106r,recipes_stars,recipes_stars,9,7,False,"f106r.9,+P0",ychor chol qokain chocphol lchedy qocheo qokar
4491,f106r,recipes_stars,recipes_stars,10,9,False,"f106r.10,+P0",pshoair lkeeshedy qokain cheoly qokedy lchedy qokedy otedy qotoky
4492,f106r,recipes_stars,recipes_stars,11,12,False,"f106r.11,+P0",sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg
4493,f106r,recipes_stars,recipes_stars,12,5,False,"f106r.12,+P0",okeey lcheedy olkeey qokeeo dchedy
4494,f106r,recipes_stars,recipes_stars,13,11,False,"f106r.13,+P0",pcheol sheokaiin otey qokeeor sheo aiin otchey pcheo ror aiin daiinopal
4495,f106r,recipes_stars,recipes_stars,14,8,False,"f106r.14,+P0",ychol okaiin olcheey dolchedy otair otal chedy okeor
4496,f106r,recipes_stars,recipes_stars,15,10,False,"f106r.15,+P0",podaroar oteeo lchor shol tchedy chotar opchedy opches aiin okchdam
4497,f106r,recipes_stars,recipes_stars,16,12,False,"f106r.16,+P0",soin oin okain aiin arol ocheedy lkeeeody daiin chedar okol otar chdam
4498,f106r,recipes_stars,recipes_stars,17,6,False,"f106r.17,+P0",yochor lshedy qockhey qokedain or aiinchodar
4499,f106r,recipes_stars,recipes_stars,18,11,False,"f106r.18,+P0",kshed dsheol qokeedy otol okeedy lkeedar sheopchy qopchy qotolchy qoty chdy
4500,f106r,recipes_stars,recipes_stars,19,9,False,"f106r.19,+P0",otchedy qokeey shosaiin qokaiin okain cholkeeey ltal olcheey qotchoraiin
4501,f106r,recipes_stars,recipes_stars,20,10,False,"f106r.20,+P0",ytaiin cheey qokaiin shaiin qokeedy sail chedy cheodal qochedy qokaiin
4502,f106r,recipes_stars,recipes_stars,21,6,False,"f106r.21,+P0",olkeedy qokchedy cheo lkeedy chearaiin okain
4503,f106r,recipes_stars,recipes_stars,22,10,False,"f106r.22,+P0",tshodair olkeees odain qokeedy opchor aror pcheeody daiir opchedy opchody
4504,f106r,recipes_stars,recipes_stars,23,10,False,"f106r.23,+P0",ychedy qckhedy dair al qokedy shecphy qokchy otedy dar aror
4505,f106r,recipes_stars,recipes_stars,24,9,False,"f106r.24,+P0",podshedy qokchedy lkechor otchodar cho lky chedar otaiin chkchedaram
4506,f106r,recipes_stars,recipes_stars,25,11,False,"f106r.25,+P0",soraiin cheeo lo lchey qokaiin shedy okain shear qokain chees ykarain
4507,f106r,recipes_stars,recipes_stars,26,2,False,"f106r.26,+P0",ycheeo lkeey
4508,f106r,recipes_stars,recipes_stars,27,10,False,"f106r.27,+P0",tcheoky lkshedy qokaiin lky raiin chy rody chlar cheeorfor cheoly
4509,f106r,recipes_stars,recipes_stars,28,12,False,"f106r.28,+P0",okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl
4510,f106r,recipes_stars,recipes_stars,29,11,False,"f106r.29,+P0",saiin chal chlal okal ykalaiin okain qokain ar okaiin char aiiny
4511,f106r,recipes_stars,recipes_stars,30,12,False,"f106r.30,+P0",ycheeo lkaiin cho ror sheo kain shor sar aiiry sheo al kairam
4512,f106r,recipes_stars,recipes_stars,31,6,False,"f106r.31,+P0",ysha chkar aiiiky ral cheol oraiin
4513,f106r,recipes_stars,recipes_stars,32,10,False,"f106r.32,+P0",poral sho keeody qokain chckhy olteeedy qopche al karchy qotedary
4514,f106r,recipes_stars,recipes_stars,33,9,False,"f106r.33,+P0",ycheol chokaiin sheody chody qokaiin ar akair aiir okaly
4515,f106r,recipes_stars,recipes_stars,34,9,False,"f106r.34,+P0",tcheorsho lkshey lpcheo ro lpchey oporaiin chpchy qopcheody qotarain
4516,f106r,recipes_stars,recipes_stars,35,5,False,"f106r.35,+P0",okaiin choky lkar chdy lchedy
4517,f106r,recipes_stars,recipes_stars,36,10,False,"f106r.36,+P0",psheodalo dar sheodal qotedy qotes aiin okalal shdy otaiin shedy
4518,f106r,recipes_stars,recipes_stars,37,3,False,"f106r.37,+P0",tchodaiin tcheo dlchy
4519,f106r,recipes_stars,recipes_stars,38,10,False,"f106r.38,+P0",pshodaiin opchy sh teeody shotchey yteey sholfaiin opchdy lchdy dol
4520,f106r,recipes_stars,recipes_stars,39,11,False,"f106r.39,+P0",ycheool cheeey ol aiin cheody laiiin chekol cheey okchar aiin aloal
4521,f106r,recipes_stars,recipes_stars,40,11,False,"f106r.40,+P0",shaiin ar aiin sheey lkaiin sheedy shedy qokal chey okaiin chdaldy
4522,f106r,recipes_stars,recipes_stars,41,6,False,"f106r.41,+P0",dair alsheod shedy cholchedy cheol shory
4523,f106r,recipes_stars,recipes_stars,42,11,False,"f106r.42,+P0",pcheodar shol ka ok chedy qoteey shotchy qoty lpaiin shedy lar
4524,f106r,recipes_stars,recipes_stars,43,11,False,"f106r.43,+P0",daiiral sheol daiin otedy qokain okar cheor al taiin chekal otaras
4525,f106r,recipes_stars,recipes_stars,44,10,False,"f106r.44,+P0",dshedy qoteey otaiin chy chealol chlchd aiin oty otair otaiikam
4526,f106r,recipes_stars,recipes_stars,45,10,False,"f106r.45,+P0",sheedal okain okain otar kaiin chdalkair olkai al keedy okal
4527,f106r,recipes_stars,recipes_stars,46,9,False,"f106r.46,+P0",sotchdaiin shodaiin otedy qokeedy qokaiin ykar qokain cheedy lol
4528,f106r,recipes_stars,recipes_stars,47,6,False,"f106r.47,+P0",ycheoar okain qokain char oky cheokam
4529,f106v,recipes_stars,recipes_stars,1,11,True,"f106v.1,@P0",fsheda looin opaiiral oteodaiin chopchy otair kar alalor aiin aly kar
4530,f106v,recipes_stars,recipes_stars,2,12,False,"f106v.2,+P0",daiin al sheeodar chtain char otar qokar ar shed sheo keorain amchy
4531,f106v,recipes_stars,recipes_stars,3,13,False,"f106v.3,+P0",yshedaiin shckhy cheokchy sar al cho lchedy ytain otar al chdy daly lody
4532,f106v,recipes_stars,recipes_stars,4,8,False,"f106v.4,+P0",ycheoto lsheo aiin chcthy okain chdal chdam charam
4533,f106v,recipes_stars,recipes_stars,5,12,False,"f106v.5,+P0",tshoar oeey qokain shypchedy opched qopchedy otaiin chepar aiin octhy dair ry
4534,f106v,recipes_stars,recipes_stars,6,10,False,"f106v.6,+P0",daiin shody kchedy sheody olkaiin shkar chody talshdy qokain kararo
4535,f106v,recipes_stars,recipes_stars,7,14,False,"f106v.7,+P0",soy she lsho dy chain shol kain shokaiin qotaiin chodar ail dal dar loror
4536,f106v,recipes_stars,recipes_stars,8,5,False,"f106v.8,+P0",oraiin cheo rol aiin otaiin
4537,f106v,recipes_stars,recipes_stars,9,10,False,"f106v.9,+P0",tshodaiin sholkair orainkar aiin shtchy qopchdy qopchy lolkair shear am
4538,f106v,recipes_stars,recipes_stars,10,7,False,"f106v.10,+P0",ysheody cheol oteey qodaiin ytain ychdy oltydy
4539,f106v,recipes_stars,recipes_stars,11,11,False,"f106v.11,+P0",tchdys arshedy oteeody kshedy qotchdy qotar shedy qotedy opchy kaiin sham
4540,f106v,recipes_stars,recipes_stars,12,10,False,"f106v.12,+P0",ycheey qoeeda chodain otalchdy qokaiin chokaiin chody qokal otal otam
4541,f106v,recipes_stars,recipes_stars,13,11,False,"f106v.13,+P0",olkeealkchedy qoeeey ral ches al ytar shsy lchey ykaiin shy lkam
4542,f106v,recipes_stars,recipes_stars,14,7,False,"f106v.14,+P0",schedy raiin char arshey chedy aiiin alkam
4543,f106v,recipes_stars,recipes_stars,15,10,False,"f106v.15,+P0",kcheo kar shedy qofchdy otshedy qokchdy qotshdy qokchdy kair alody
4544,f106v,recipes_stars,recipes_stars,16,11,False,"f106v.16,+P0",sarar okear aiin chotal shody qotchdy qotar shedy chodal chedy qotam
4545,f106v,recipes_stars,recipes_stars,17,6,False,"f106v.17,+P0",salar she dar okain qodaiin chodal
4546,f106v,recipes_stars,recipes_stars,18,10,False,"f106v.18,+P0",pshodalos qokshdy qokshy opchdy qokshd ar shdar oeedy qotaly dairy
4547,f106v,recipes_stars,recipes_stars,19,8,False,"f106v.19,+P0",darshy otaiin otal chedy ain olaiin otaiin sain
4548,f106v,recipes_stars,recipes_stars,20,10,False,"f106v.20,+P0",polchs lkaiir shokar choefy shor qokor sheeo kol es okcharain
4549,f106v,recipes_stars,recipes_stars,21,8,False,"f106v.21,+P0",ycheo lkaiin cheo lchdaiin osaiin okal sheedy qokchedy
4550,f106v,recipes_stars,recipes_stars,22,9,False,"f106v.22,+P0",tshod qokchy qokaiin okshy qokar shedy shey qopshedy shdykairylam
4551,f106v,recipes_stars,recipes_stars,23,13,False,"f106v.23,+P0",ol kalol shar chor okal chdy chol chedy qotaiin or aiin okeedy qokain
4552,f106v,recipes_stars,recipes_stars,24,10,False,"f106v.24,+P0",soraiin solshedy qokchdy qokol chdaiin chdal air odl charain oka
4553,f106v,recipes_stars,recipes_stars,25,6,False,"f106v.25,+P0",sar sheol chol shar chol okarol
4554,f106v,recipes_stars,recipes_stars,26,11,False,"f106v.26,+P0",tar air kshdain okal chdy lchedy kshar chopchy otches aral opchdy
4555,f106v,recipes_stars,recipes_stars,27,6,False,"f106v.27,+P0",olcheo odaiin sheotal shoor qokeey oarar
4556,f106v,recipes_stars,recipes_stars,28,10,False,"f106v.28,+P0",psheody olkeedy qokor sheos choty qotaiin oteody otaiin qokar otydy
4557,f106v,recipes_stars,recipes_stars,29,11,False,"f106v.29,+P0",ycheey olchey chedy qotaiin cheos otaiin otain chotar olos aiin cheog
4558,f106v,recipes_stars,recipes_stars,30,9,False,"f106v.30,+P0",otaiin okochey qody oeesysarx keey oteedy ksheody qokeedy qotokody
4559,f106v,recipes_stars,recipes_stars,31,4,False,"f106v.31,+P0",sheeyko shody chosaiin olcham
4560,f106v,recipes_stars,recipes_stars,32,11,False,"f106v.32,+P0",polos shdair sheky keedy qoeedy qofchedy sair al pchedy ypodaiin saram
4561,f106v,recipes_stars,recipes_stars,33,8,False,"f106v.33,+P0",choaiin ody qotar chey ol aiin chey dychy
4562,f106v,recipes_stars,recipes_stars,34,12,False,"f106v.34,+P0",pchodaiin kcheeor al ky shcthy otos ar odal pcheody qotaiin otor alodam
4563,f106v,recipes_stars,recipes_stars,35,11,False,"f106v.35,+P0",shody shockhy qokeey qokcho kchedy shdy kchedy chedy qockhey okaiin al
4564,f106v,recipes_stars,recipes_stars,36,4,False,"f106v.36,+P0",sol sheedy qokaiin cholkaiin
4565,f106v,recipes_stars,recipes_stars,37,12,False,"f106v.37,+P0",pyoaly cheo aiir al kcheodar qodaiin shcphoor shedy otedar opol fchedy odr
4566,f106v,recipes_stars,recipes_stars,38,10,False,"f106v.38,+P0",okcheody qokeey otchey qokeey qokeedal qotchkeey qol rody raiin oty
4567,f106v,recipes_stars,recipes_stars,39,4,False,"f106v.39,+P0",qokaiin chey kar oteol
4568,f106v,recipes_stars,recipes_stars,40,12,False,"f106v.40,+P0",ko sheody qody ches aiin dair air opchedy pchdy kolchedy tcheodar podkor
4569,f106v,recipes_stars,recipes_stars,41,9,False,"f106v.41,+P0",otedy qoar cheey kaiin qokeeody okaiin oteey qoteedy choty
4570,f106v,recipes_stars,recipes_stars,42,12,False,"f106v.42,+P0",py chal shedy qoteedy cheyky okedaiin otedy odaiin chdy chy keedy lkey
4571,f106v,recipes_stars,recipes_stars,43,12,False,"f106v.43,+P0",chedy okeey qokeedy okeey sheey qokaiin al al kalos chedy dkaiin chcthy
4572,f106v,recipes_stars,recipes_stars,44,11,False,"f106v.44,+P0",cthey chey okal chey keeyrain okeeo otaiin chedar oteedy otol oty
4573,f106v,recipes_stars,recipes_stars,45,11,False,"f106v.45,+P0",ysair okeey cheodain chey tchar oqotaiin oty rasal oteey sar aildy
4574,f106v,recipes_stars,recipes_stars,46,11,False,"f106v.46,+P0",ytar okain cheokaiin chedy okeeey chkaiin ol oky raiin cheoar chos
4575,f106v,recipes_stars,recipes_stars,47,2,False,"f106v.47,+P0",dcheoaiin shky
4576,f107r,recipes_stars,recipes_stars,1,10,True,"f107r.1,@P0",pchdlar sheolor ykeeol qokchy otor okeesodar tarair oteey otaiin ytar
4577,f107r,recipes_stars,recipes_stars,2,13,False,"f107r.2,+P0",dchey qoteos aiin shedy oteed qor aiin cheockhy olkeey qotain chey qeeey lor
4578,f107r,recipes_stars,recipes_stars,3,8,False,"f107r.3,+P0",olcheey cheos qokeeey ycheedy qotain ykain okeey raiin
4579,f107r,recipes_stars,recipes_stars,4,11,False,"f107r.4,+P0",teeody chedain qoteey qokar deeoltedy otar ain chady otokcho qoked okchedy
4580,f107r,recipes_stars,recipes_stars,5,10,False,"f107r.5,+P0",olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar
4581,f107r,recipes_stars,recipes_stars,6,10,False,"f107r.6,+P0",okcheey qokeedy chotchedy daiinar oteey lteey chedaiin ok otaiin am
4582,f107r,recipes_stars,recipes_stars,7,6,False,"f107r.7,+P0",ytaiin cheotchey okaiin chckhy okeedy otcheey
4583,f107r,recipes_stars,recipes_stars,8,10,False,"f107r.8,+P0",torshor sheeey oteeol qokeey qokedy lkaiin qokaiin qokar al okiroley
4584,f107r,recipes_stars,recipes_stars,9,11,False,"f107r.9,+P0",okaiin sheey tcheol kain okeey chedy okeedy chdykchedy chey kain an
4585,f107r,recipes_stars,recipes_stars,10,11,False,"f107r.10,+P0",yteedy qokeedy okeol lchedy qokal lor sheal cheedaiin chey sair alo
4586,f107r,recipes_stars,recipes_stars,11,10,False,"f107r.11,+P0",cheeo cheeol qokaiin ytain keeol oraiin okaiin okar okaiin otaram
4587,f107r,recipes_stars,recipes_stars,12,4,False,"f107r.12,+P0",chol chol loraiir aiinal
4588,f107r,recipes_stars,recipes_stars,13,10,False,"f107r.13,+P0",polchls aiin sheky qokaiin opchal shedy pshedaiin otodal shedy otaral
4589,f107r,recipes_stars,recipes_stars,14,10,False,"f107r.14,+P0",cthedy lshedy cheolchear or alam chtaiin otarain chey qokaiin otain
4590,f107r,recipes_stars,recipes_stars,15,10,False,"f107r.15,+P0",ychol oiin chey qockhal al otaraiin sheky okeeey raiin airal
4591,f107r,recipes_stars,recipes_stars,16,9,False,"f107r.16,+P0",tolshoror olkeedy qotaiin otalar opcheol qeeoy shey kair otaiinam
4592,f107r,recipes_stars,recipes_stars,17,4,False,"f107r.17,+P0",sair chey losaiin chey
4593,f107r,recipes_stars,recipes_stars,18,9,False,"f107r.18,+P0",poalosy shey tar arsheey fol rolchy sheey opolkaiin ypaiinal
4594,f107r,recipes_stars,recipes_stars,19,12,False,"f107r.19,+P0",oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy
4595,f107r,recipes_stars,recipes_stars,20,2,False,"f107r.20,+P0",tcheol kcheedy
4596,f107r,recipes_stars,recipes_stars,21,11,False,"f107r.21,+P0",taror olal okain okaiin qotal shaiin qokeol lkaiin okeeo lkaiin aiin
4597,f107r,recipes_stars,recipes_stars,22,10,False,"f107r.22,+P0",yksheol okaiiin sho daiin qotalal lshedy qokal aiiin okair lldy
4598,f107r,recipes_stars,recipes_stars,23,3,False,"f107r.23,+P0",chodaiin shar chodaiin
4599,f107r,recipes_stars,recipes_stars,24,12,False,"f107r.24,+P0",pal alchky okil cheol kair lkain qokeeo kair dar aiinpchod lkaiiin olfy
4600,f107r,recipes_stars,recipes_stars,25,11,False,"f107r.25,+P0",ycheain chal kal chedy qokaiin chody qokchdy qokal char chdalal om
4601,f107r,recipes_stars,recipes_stars,26,9,False,"f107r.26,+P0",ol cheor shey cheey olcheol kaiin otair okal cheody
4602,f107r,recipes_stars,recipes_stars,27,10,False,"f107r.27,+P0",pydar aiiro qokiir otiir ofchedy qofchedy qofchol chkaiin chpaiin orol
4603,f107r,recipes_stars,recipes_stars,28,11,False,"f107r.28,+P0",kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykalkal
4604,f107r,recipes_stars,recipes_stars,29,3,False,"f107r.29,+P0",olkeeolkeeo ar shol
4605,f107r,recipes_stars,recipes_stars,30,11,False,"f107r.30,+P0",pair aii eedy shalkaiin kairy okaral qokaiin opaichy opal rary ky
4606,f107r,recipes_stars,recipes_stars,31,13,False,"f107r.31,+P0",daiin sheol chdy okaiin sheykal shy kl al kal chdy aiin chain yols
4607,f107r,recipes_stars,recipes_stars,32,10,False,"f107r.32,+P0",salxar shy qokaiin okal qockhedy okr aiin otar qocthy rolky
4608,f107r,recipes_stars,recipes_stars,33,11,False,"f107r.33,+P0",yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal
4609,f107r,recipes_stars,recipes_stars,34,11,False,"f107r.34,+P0",pairar al oro lkeey qotal cheotain dar okaiin otaiin otar opaim
4610,f107r,recipes_stars,recipes_stars,35,11,False,"f107r.35,+P0",daiin shl lkeeol lchedy qokor lkaiin chedy qotaiin al ol kaldaim
4611,f107r,recipes_stars,recipes_stars,36,12,False,"f107r.36,+P0",dar alchor kcheo rkeey chaiin al dal qokchey qokl chey lkaiin lkar
4612,f107r,recipes_stars,recipes_stars,37,4,False,"f107r.37,+P0",ychklkaiin chckhy cho olkain
4613,f107r,recipes_stars,recipes_stars,38,9,False,"f107r.38,+P0",poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly
4614,f107r,recipes_stars,recipes_stars,39,11,False,"f107r.39,+P0",tair cheol cheol kchekain cheear oiin cho lkain al oeedy chey
4615,f107r,recipes_stars,recipes_stars,40,10,False,"f107r.40,+P0",lolkaiin chey qokaiin chal aiin okaiin olkar otair okal okal
4616,f107r,recipes_stars,recipes_stars,41,6,False,"f107r.41,+P0",qokaiin ar ockhey qokal otal otam
4617,f107r,recipes_stars,recipes_stars,42,11,False,"f107r.42,+P0",pcholky sokeey aiin oteey ykchey paichy okeey tain ar arodl kairam
4618,f107r,recipes_stars,recipes_stars,43,9,False,"f107r.43,+P0",okeear daiin sheody ykchedy chykaiin otal taiin chotaiir aram
4619,f107r,recipes_stars,recipes_stars,44,4,False,"f107r.44,+P0",ycheodain okeey qokeeody qokaiin
